"วันที่ลงบันทึก","เลขที่","ชื่อ","ที่อยู่","ยอดเงิน"
"2017-11-16","IV60110204","ร้าน สงวนการไฟฟ้า","65/693-5 เอกชัย 80/1","2,890.00"
"2017-11-16","IV60110203","ร้าน หนุ่มเท้งไฟฟ้า","402 ถ.สัจจกุล","9,360.00"
"2017-11-16","IV60110202","ร้าน ชุมแสงการไฟฟ้า","93/18 หมู่.1","7,390.00"
"2017-11-16","IV60110201","หจก. บีบี แอท ซับพลาย","85/28 ม.6 ถ.เลี่ยงเมือง","23,947.50"
"2017-11-16","IV60110216","ร้าน มนตรีพานิช","128/1-2 หมู่ 5","16,935.00"
"2017-11-16","IV60110207","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","26,853.75"
"2017-11-16","IV60110205","ร้าน วุฒิชัยการไฟฟ้า","26/3 ม.10 ถ.โคก","9,120.00"
"2017-11-15","CT6011093","ห้างหุ้นส่วนจำกัด ล้อเฮงการอะไหล่","188-196 ถนนนิเวศรัตน์","6,807.34"
"2017-11-15","IV60110199","ร้าน เลิศพานิช","156/4 ม.1","16,280.00"
"2017-11-15","IV60110198","ร้าน ภิรมย์การไฟฟ้า","159/17 ม.4 ถ.ดอนนก","4,884.00"
"2017-11-15","IV60110197","หจก. ที.พี.การไฟฟ้า","140/2 ม.5","18,840.00"
"2017-11-15","IV60110194","ร้าน รุ่งเรืองการไฟฟ้า","1401 ม.1","28,839.00"
"2017-11-15","IV60110193","ร้าน ศรีลำไพรการไฟฟ้า เวียงจันทร์","( ร้านแม่นาง ตลาดบ้านหนองด้วง)","39,420.00"
"2017-11-15","IV60110192","หจก. ที.ไอ อิเล็คทริค","177/32 หมู่ 2","35,850.00"
"2017-11-15","IV60110190","ร้าน สงวนการไฟฟ้า","65/693-5 เอกชัย 80/1","7,440.00"
"2017-11-15","IV60110189","ร้าน ทรัพย์อนันต์การไฟฟ้า","417/2 หมู่5 ถ.เศรษฐกิจ","4,655.00"
"2017-11-15","IV60110187","ร้าน ปากท่อการไฟฟ้า","174 ม.5 ต.ปากท่อ(ตรงข้ามโรงพยาบาล)","5,490.00"
"2017-11-15","IV60110186","บริษัท แสงทวีการไฟฟ้า จำกัด  ","237,239,241  ถ.รามอินทรา กม.8","10,500.00"
"2017-11-15","IV60110184","ร้าน แสงตะวันกล้า","143/4-5 ม.3","3,740.00"
"2017-11-15","IV60110183","ร้าน เด่นเจริญ","3/20 หมู่ 3 ถ.นาเนียน","5,940.00"
"2017-11-15","IV60110200","ร้าน ปงชัยการไฟฟ้า(02)","544 ม.1","2,052.00"
"2017-11-15","IV60110196","บริษัท แสงอรุณศรีนครินทร์ จำกัด","393/20-21 ม.5 ถ.ศรีนครินทร์ ","34,920.00"
"2017-11-15","IV60110195","ร้าน บ้านไผ่การไฟฟ้า","229/6-7 สุขาภิบาล 2 สุขาภิบาล 2","19,250.00"
"2017-11-15","IV60110191","ร้าน มณฑลทองเทรดดิ้ง","236/37 ม.4 ถ.อำเภอ","21,780.00"
"2017-11-15","IV60110188","ร้าน จักรพันธ์ตรังไฟฟ้า","22-24 ถ.กันตรัง","7,166.00"
"2017-11-15","IV60110185","ร้าน แสงใหม่การไฟฟ้า","9 ถ.วุฒากาศ","10,126.80"
"2017-11-15","CT6011143","ร้าน โชว์รูมเมืองทอง 2","57/70 หมู่ 6","15,120.00"
"2017-11-15","CT6011107","ร้าน กิมแซอะไหล่","900 ถ.สระบุรีหล่มสัก หมู่5","3,477.50"
"2017-11-14","IV60110182","ร้าน พานนภิสการไฟฟ้า (ลูกค้าร้าน นภิสไฟฟ้าวิศวกรรม )","อ.พาน จ.เชียงราย","15,978.00"
"2017-11-14","IV60110180","ร้าน ควนลังไฟฟ้า","433/3 ม.3 ถ.เพชรเกษม","5,280.00"
"2017-11-14","IV60110179","หจก. โชคอุดมการไฟฟ้า","เลขที่ 555 หมู่ 9  ถ.เทพารักษ์","13,300.00"
"2017-11-14","IV60110177","บริษัท ที เค โฮมเพ้นท์ แอนด์ฮาร์ดแวร์ จำกัด","208/2,208/3 ถ.3079 ม.8","18,605.00"
"2017-11-14","IV60110176","ร้าน ชุมแสงการไฟฟ้า","93/18 หมู่.1","19,930.00"
"2017-11-14","IV60110175","หจก. เค.สยาม ซัพพลาย แอนด์ เซอร์วิส","145/236 ซ.สุภาพงษ์1 ถนนศรีนคริทร์","2,338.00"
"2017-11-14","IV60110174","บริษัท เมืองไทยเอาท์เล็ท จำกัด","299 หมู่4","69,035.00"
"2017-11-14","IV60110181","ร้าน กู๊ดส์ เทค เทรดดิ้ง","51/36 หมู่ 5","1,628.00"
"2017-11-14","IV60110178","ร้าน อุดมไลท์ติ้ง"," 10/20-22 ถ.โพธิ์ศรี(ติดโรงเรียนเทศบาล 1)","17,550.00"
"2017-11-14","CT6011106","พี เอส เอส มัลติ เซอร์วิค  ","462 ซ.บางบอน5 ซ.12 ถนนบางบอน 5","7,472.88"
"2017-11-14","CT6011105","ร้าน ก่อเกียรติ","16,18,20 ถ.นครกิจบำรุง","23,220.00"
"2017-11-13","IV60110173","ร้าน เอกกมล","เลขที่ 5  ถ.อรจันทร์","6,080.00"
"2017-11-13","IV60110172","ร้าน สัมฤทธิ์การไฟฟ้า","204 ถ.พระราม","6,080.00"
"2017-11-13","CT6011090","บริษัท สะปำฮาร์ดแวร์ จำกัด","55/9 ม.1 ถ.เทพกระษัตรี","5,489.10"
"2017-11-13","CT6011084","หจก. ปัญญาวุฒิ แอนด์ อนาวิน ซัพพลาย","49/30-31 ซอยรังสิต-นครนายก 46","4,622.40"
"2017-11-13","IV60110171","ร้าน พลอยแสงไลท์ติ้งเฮาส์","22/1-2 ถ.เทศบาล 2","11,520.00"
"2017-11-13","IV60110163","คุณ ธิวัตร มีมโน","ราชบุรี","6,105.00"
"2017-11-13","IV60110170","ร้าน ชัยเจริญ","93/28 หมู่.1","2,688.00"
"2017-11-13","IV60110169","ร้าน จงชัยไล้ติ้ง (เชียงรายอุปกรณ์)","191 ม.16 ถ.ประสบสุข","51,000.00"
"2017-11-13","IV60110168","ร้าน ลิพอนฮาร์ดแวร์","97/3-4 ม.8 ถ.เทพกระษัตรี","3,256.00"
"2017-11-13","IV60110167","ร้าน พงศกรการไฟฟ้า","18 ม.16","5,740.00"
"2017-11-13","IV60110166","บริษัท จ.ประดิษฐ์","245 ถ.สุวรรณศร","35,000.00"
"2017-11-13","IV60110164","ร้าน เอราวัณอุปกรณ์","","12,440.00"
"2017-11-13","IV60110162","ร้าน โปร-เซฟตี้","767/4 ถ.ราชญาติรักษา","13,266.00"
"2017-11-13","IV60110160","หจก. อมรชัย คอมเพล็ก","95 ม.5","11,400.00"
"2017-11-13","IV60110159","ร้าน ส.อุดมสุข","379/240-241 หมู่10","3,300.00"
"2017-11-13","IV60110158","หจก. จิตรชัยการไฟฟ้า","887 ซ.พาณิชธนบุรี ถ.จรัญสนิทวงศ์","4,290.00"
"2017-11-13","IV60110157","หจก. เสริมการไฟฟ้า(2555)","128/2 ข ถ.บรรณาการ","17,640.00"
"2017-11-13","IV60110156","ร้าน พ.พาณิชย์","33/3 ม.1","28,800.00"
"2017-11-13","IV60110155","ร้าน พ.พาณิชย์","33/3 ม.1","16,131.00"
"2017-11-13","IV60110153","ร้าน สินเจริญ  ","88/5 ถ.กาญจนวณิชย์ ","5,750.00"
"2017-11-13","IV60110151","ร้าน อี๊ด การไฟฟ้า  ","39 หมู่ 1","5,632.00"
"2017-11-13","IV60110150","ร้าน ประดิษฐวิทยุการไฟฟ้า","1-3-5 ถ.เทศบาล5","10,800.00"
"2017-11-13","IV60110149","หจก. อธิษฐานก่อสร้าง","172/2 ถ.สุขาภิบาล","1,860.00"
"2017-11-13","IV60110148","หจก. อธิษฐานก่อสร้าง","172/2 ถ.สุขาภิบาล","18,892.50"
"2017-11-13","IV60110147","นำชัยการไฟฟ้า","503/6-9 ถ.ลูกเสือ","11,880.00"
"2017-11-13","IV60110146","ร้าน เอ ที การไฟฟ้า","402 บ้านฮ่องกอม้วง  ม.6 ","3,564.00"
"2017-11-13","IV60110165","ร้าน ปทุมราชเทคนิค","16 ม.3","12,440.00"
"2017-11-13","IV60110161","บริษัท  เอสอาร์ซุปเปอร์มาร์ท จำกัด สาขาที่ 00003 (สาขาใหญ่)","362/13-14 ถ.เพชรเจริญ","8,800.00"
"2017-11-13","IV60110154","ร้าน เสถียรการไฟฟ้า","106/14 ถ.มหายศ","23,314.00"
"2017-11-13","IV60110152","ร้าน เมืองไฟฟ้า","41/158-161 ถ.นิพัทธ์สงเคราะห์","18,600.00"
"2017-11-11","IV60110136","ร้าน โคมการไฟฟ้า","263 ม.6","16,695.00"
"2017-11-11","IV60110142","ร้าน สินเจริญการไฟฟ้า","159/2 ถนนมิตรภาพ","2,100.00"
"2017-11-11","IV60110141","หจก. คงสิน ซูเปอร์มาร์ท","164/13-14 ถ.โนนสูง-มิตรภาพ","3,500.00"
"2017-11-11","IV60110140","ร้าน ต.อิเล็คทริค","179 หมู่ 1 ต.โคกกรวด","37,000.00"
"2017-11-11","IV60110139","โชคบุญมีการไฟฟ้า","39/1 ถ.เจ้าแม่สองนาง","12,600.00"
"2017-11-11","IV60110138","ร้าน แสงตะวัน 77","118 ม.1 ถ.ไทยสมัคร","25,650.00"
"2017-11-11","IV60110134","ร้าน ควนลังไฟฟ้า","433/3 ม.3 ถ.เพชรเกษม","12,804.00"
"2017-11-11","IV60110135","ร้าน ชมภูพงศ์การไฟฟ้า","167-52 ม.8","8,000.00"
"2017-11-11","IV60110145","ห้างหุ้นส่วนจำกัด มีเราเทรดดิ้ง","8/208 หมู่บ้านศุภาลัยพาร์ควิลล์ ประชาอุทิศ ซ.ประชาอุทิศ 86","9,500.00"
"2017-11-11","IV60110144","ร้าน วีอาร์ เทรดดิ้ง","54 ม.6 ต.ท่าแซะ อ.ท่าแซะ จ.ชุมพร","24,840.00"
"2017-11-11","IV60110143","ร้าน แสงใหม่การไฟฟ้า","9 ถ.วุฒากาศ","10,126.80"
"2017-11-11","IV60110137","ร้าน ปกูลทรัพย์ ฮาดแวร์","68/46-47 ม.1","19,440.00"
"2017-11-11","CT6011091","บริษัท  เอสอาร์ซุปเปอร์มาร์ท จำกัด สาขาที่ 00003 (สาขาใหญ่)","362/13-14 ถ.เพชรเจริญ","27,112.50"
"2017-11-10","CT6011065","บริษัท เจมินี ยูนิเวอร์แซล จำกัด","206/19 ถ.เจษฎาวิถี","3,210.00"
"2017-11-10","CT6011063","ร้าน เอกภาพโฮมมาร์ท","เลขที่119/5 ถ.ปราจีนตคาม","17,815.50"
"2017-11-10","IV60110133","ร้าน เกษมพานิช","707 ม.1","14,225.00"
"2017-11-10","IV60110132","ร้าน เนาวรัตน์การไฟฟ้า","439 ถ.พหลโยธิน","11,218.00"
"2017-11-10","IV60110131","ร้าน เอ ที การไฟฟ้า","402 บ้านฮ่องกอม้วง  ม.6 ","5,560.00"
"2017-11-10","IV60110130","ร้าน แอทโฮม","204","3,100.00"
"2017-11-10","IV60110129","ร้าน อังกูรการไฟฟ้า","63 ม.13","20,250.00"
"2017-11-10","IV60110128","ร้าน  พงศกรการไฟฟ้า","ถนน จอมพล","11,796.00"
"2017-11-10","IV60110126","ร้าน ศรีผ่องอิเล็คทรอนิคส์","316/13 ถนนหฤทัยรมย์","35,760.00"
"2017-11-10","IV60110125","ร้าน ศรีเทพก่อสร้าง","39/1 ม.5","7,083.50"
"2017-11-10","IV60110124","ร้าน เมืองทองการไฟฟ้า","126/2 ถ.นางพิมพ์","14,760.00"
